ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-01-04 00:00:00,1.4635471549999999,1.0643395329932026,1.8445752386764678,1.4635471549999999,1.4635471549999999,0.011959236602357592,0.011959236602357592,0.011959236602357592,0.02491458318100427,0.02491458318100427,0.02491458318100427,-0.012955346578646675,-0.012955346578646675,-0.012955346578646675,0.0,0.0,0.0,1.4755063916023574
2004-01-04 01:00:00,1.4633069987865348,1.0744118647514913,1.860788100755609,1.4633069987865348,1.4633069987865348,0.012663326380562855,0.012663326380562855,0.012663326380562855,0.02518962568958615,0.02518962568958615,0.02518962568958615,-0.01252629930902329,-0.01252629930902329,-0.01252629930902329,0.0,0.0,0.0,1.4759703251670977
2004-01-04 02:00:00,1.4630668425730697,1.0751576817711181,1.871655813865614,1.4630668425730697,1.4630668425730697,0.010847730068796906,0.010847730068796906,0.010847730068796906,0.022964106632783796,0.022964106632783796,0.022964106632783796,-0.012116376563986894,-0.012116376563986894,-0.012116376563986894,0.0,0.0,0.0,1.4739145726418665
2004-01-04 03:00:00,1.4628266863596047,1.0881010473032289,1.883802271670833,1.4628266863596047,1.4628266863596047,0.0059400943611574684,0.0059400943611574684,0.0059400943611574684,0.017692516437925986,0.017692516437925986,0.017692516437925986,-0.01175242207676852,-0.01175242207676852,-0.01175242207676852,0.0,0.0,0.0,1.468766780720762
2004-01-04 04:00:00,1.4625865301461394,1.0351357447168643,1.8580010884449156,1.4625865301461394,1.4625865301461394,-0.00027735307564837617,-0.00027735307564837617,-0.00027735307564837617,0.01118308489384372,0.01118308489384372,0.01118308489384372,-0.011460437969492095,-0.011460437969492095,-0.011460437969492095,0.0,0.0,0.0,1.462309177070491
2004-01-04 05:00:00,1.4623463739326743,1.0422457074299403,1.8533361848326497,1.4623463739326743,1.4623463739326743,-0.004584064827443614,-0.004584064827443614,-0.004584064827443614,0.006681134409241127,0.006681134409241127,0.006681134409241127,-0.01126519923668474,-0.01126519923668474,-0.01126519923668474,0.0,0.0,0.0,1.4577623091052307
2004-01-04 06:00:00,1.4621062177192092,1.0490585270980823,1.8354985172872098,1.4621062177192092,1.4621062177192092,-0.004747139926713268,-0.004747139926713268,-0.004747139926713268,0.006442744267989636,0.006442744267989636,0.006442744267989636,-0.011189884194702902,-0.011189884194702902,-0.011189884194702902,0.0,0.0,0.0,1.457359077792496
2004-01-04 07:00:00,1.4618660615057442,1.0572512473157014,1.841793223238523,1.4618660615057442,1.4618660615057442,-0.0014440867993193946,-0.0014440867993193946,-0.0014440867993193946,0.009811638982698061,0.009811638982698061,0.009811638982698061,-0.011255725782017454,-0.011255725782017454,-0.011255725782017454,0.0,0.0,0.0,1.4604219747064249
2004-01-04 08:00:00,1.461625905292279,1.0601340405358983,1.842129735797287,1.461625905292279,1.461625905292279,0.0019151945145671086,0.0019151945145671086,0.0019151945145671086,0.013396882849892438,0.013396882849892438,0.013396882849892438,-0.011481688335325329,-0.011481688335325329,-0.011481688335325329,0.0,0.0,0.0,1.463541099806846
2004-01-04 09:00:00,1.461385749078814,1.0571751004707513,1.8737372174965523,1.461385749078814,1.461385749078814,0.0013043640723895222,0.0013043640723895222,0.0013043640723895222,0.013188538212051312,0.013188538212051312,0.013188538212051312,-0.011884174139661788,-0.011884174139661788,-0.011884174139661788,0.0,0.0,0.0,1.4626901131512036
2004-01-04 10:00:00,1.461145592865349,1.0332003666856326,1.8574069800125006,1.461145592865349,1.461145592865349,-0.0055270600927136634,-0.0055270600927136634,-0.0055270600927136634,0.006949703579422418,0.006949703579422418,0.006949703579422418,-0.012476763672136081,-0.012476763672136081,-0.012476763672136081,0.0,0.0,0.0,1.4556185327726352
2004-01-04 11:00:00,1.4609054366518839,1.0726082096064802,1.8451692587946966,1.4609054366518839,1.4609054366518839,-0.018027805624062157,-0.018027805624062157,-0.018027805624062157,-0.004757812593376747,-0.004757812593376747,-0.004757812593376747,-0.013269993030685412,-0.013269993030685412,-0.013269993030685412,0.0,0.0,0.0,1.4428776310278217
2004-01-04 12:00:00,1.4606652804384188,1.0498027535350902,1.7854270635837006,1.4606652804384188,1.4606652804384188,-0.03350465602472575,-0.03350465602472575,-0.03350465602472575,-0.01923348446477778,-0.01923348446477778,-0.01923348446477778,-0.01427117155994797,-0.01427117155994797,-0.01427117155994797,0.0,0.0,0.0,1.427160624413693
